Gene ID,Gene Name,Design Element,'mbf1c mutant' vs 'wild type' at '0 minute'.foldChange,'mbf1c mutant' vs 'wild type' at '0 minute'.pValue,'mbf1c mutant' vs 'wild type' at '0 minute'.tStat,'mbf1c mutant' vs 'wild type' at '20 minute'.foldChange,'mbf1c mutant' vs 'wild type' at '20 minute'.pValue,'mbf1c mutant' vs 'wild type' at '20 minute'.tStat,'mbf1c mutant' vs 'wild type' at '60 minute'.foldChange,'mbf1c mutant' vs 'wild type' at '60 minute'.pValue,'mbf1c mutant' vs 'wild type' at '60 minute'.tStat
AT1G01040,DCL1,261584_at,0.1,0.975062706063474,0.299773766934136,,,,,,
AT1G01060,LHY,261569_at,-1.2,0.953143672175718,-1.71596002283551,-0.6,0.877971443446578,-0.776838397723657,-1.4,0.409555172010068,-2.33323254298157
AT1G01080,AT1G01080,261577_at,0.1,0.956044959703157,0.763891694573722,,,,,,
AT1G01100,RPP1A,261578_at,0.1,0.953143672175718,0.905511280741809,,,,,,
AT1G01120,KCS1,261570_at,-0.1,0.961737379567544,-0.506495222178697,,,,0.1,0.99420383898272,0.133799406685348
AT1G01140,CIPK9,261581_at,-0.2,0.953143672175718,-1.39197264124203,,,,0.9,0.552360971068656,1.74319214880329
AT1G01160,GIF2,261582_at,-0.3,0.953143672175718,-1.56661992637359,,,,,,
AT1G01170,AT1G01170,261572_at,0.2,0.953143672175718,1.73587027442523,,,,,,
AT1G01190,CYP78A8,261574_at,-0.4,0.953143672175718,-1.69990864734824,,,,,,
AT1G01200,RABA3,261042_at,0.1,0.953143672175718,1.04003277361474,,,,,,
AT1G01230,AT1G01230,261057_at,-0.1,0.954458871645888,-0.788929884573532,,,,,,
AT1G01240,AT1G01240,261026_at,-0.3,0.956044959703157,-0.759959942921941,,,,,,
AT1G01250,ERF023,261059_at,-0.1,0.953143672175718,-1.2240057711328,,,,,,
AT1G01280,CYP703A2,261051_at,0.1,0.957088940782599,0.756793801700351,,,,,,
AT1G01290,CNX 3.00,261044_at,-0.1,0.959171010660004,-0.592280829452193,,,,,,
AT1G01300,APF2,261055_at,0.1,0.964222886237122,0.450709813816251,,,,,,
AT1G01320,AT1G01320,261053_at,0.4,0.953143672175718,1.34595319237104,,,,,,
AT1G01340,CNGC10,261027_at,-0.1,0.957440716376245,-0.75215386938287,,,,,,
AT1G01360,PYL9,261056_at,-0.3,0.953143672175718,-1.28719113044851,,,,,,
AT1G01370,HTR12,261058_at,0.1,0.953143672175718,1.10303272683064,,,,,,
AT1G01390,AT1G01390,261046_at,-0.1,0.975087028335332,-0.298378208018741,,,,,,
AT1G01420,UGT72B3,261048_at,-0.1,0.957440716376245,-0.752078350831836,,,,,,
AT1G01430,TBL25,261049_at,-0.2,0.953143672175718,-0.914959411687005,,,,,,
AT1G01440,AT1G01440,261052_at,0.2,0.953143672175718,0.996583353975675,,,,,,
AT1G01450,AT1G01450,259435_at,0.2,0.953143672175718,1.21442495139933,,,,,,
AT1G01470,LEA14,259426_at,0.2,0.962312862935318,0.483785660061084,,,,,,
AT1G01490,AT1G01490,259434_at,-0.3,0.953143672175718,-1.35734508720623,,,,,,
AT1G01500,AT1G01500,259436_at,-0.1,0.968626425071757,-0.373982777057788,,,,,,
AT1G01520,AT1G01520,259432_at,-0.4,0.953143672175718,-2.35921340823179,-0.1,0.996965539297179,-0.0966698020072276,,,
AT1G01540,AT1G01540,259437_at,-0.1,0.959171010660004,-0.639604291340226,,,,,,
AT1G01550,BPS1,259440_at,-0.1,0.953143672175718,-0.934666076039078,,,,,,
AT1G01560,MPK11,259428_at,-0.1,0.959171010660004,-0.578419121741838,,,,,,
AT1G01570,AT1G01570,259433_at,0.1,0.965318319131204,0.437667410197833,,,,,,
AT1G01600,CYP86A4,259429_at,-0.2,0.953143672175718,-1.07334981979043,,,,,,
AT1G01620,PIP1-3,259431_at,-0.1,0.968005312995502,-0.375552081264049,,,,,,
AT1G01630,AT1G01630,261563_at,-0.2,0.953143672175718,-1.68559002171157,,,,,,
AT1G01650,SPPL4,257484_at,-0.2,0.953143672175718,-1.59556451562168,,,,,,
AT1G01660,AT1G01660,261587_at,0.1,0.959171010660004,0.589254554764293,,,,,,
AT1G01670,PUB56,261588_at,-0.1,0.973928739469074,-0.311620402049873,,,,,,
AT1G01720,NAC002,261564_at,-0.1,0.967591374490665,-0.388263898579919,,,,-0.6,0.690458826834404,-1.34326973285148
AT1G01725,AT1G01725,261535_at,-0.2,0.953143672175718,-1.1017485958646,,,,,,
AT1G01780,PLIM2B,261559_at,-0.2,0.953143672175718,-1.40661348211574,,,,,,
AT1G01790,KEA1,261536_at,-0.2,0.954253784789457,-0.864143051460541,,,,,,
AT1G01800,AT1G01800,261537_at,-0.1,0.954253784789457,-0.873561600049657,,,,,,
AT1G01820,PEX11C,261534_at,-0.1,0.962312862935318,-0.481390163091424,,,,,,
AT1G01830,AT1G01830,261538_at,-0.1,0.959171010660004,-0.611993555467634,,,,,,
AT1G01840,AT1G01840,261539_at,0.2,0.953143672175718,1.03344864779956,,,,,,
AT1G01860,PFC1,261652_at,0.1,0.953143672175718,1.06454381554606,,,,,,
AT1G01900,SBTI1.1,261653_at,0.3,0.953143672175718,1.38868001250728,,,,,,
AT1G01920,AT1G01920,261654_at,0.2,0.953143672175718,1.99786433905418,,,,,,
AT1G01930,AT1G01930,261625_at,0.1,0.959969180017631,0.554720492066559,,,,,,
AT1G01940,CYP18-1,261655_at,0.1,0.954253784789457,0.861870833220178,,,,0.2,0.963365623581254,0.460553000162571
AT1G01950,ARK2,261656_at,-0.1,0.959171010660004,-0.680201348531806,,,,,,
AT1G01960,BIG3,261621_at,-0.1,0.954458871645888,-0.774960734602882,,,,,,
AT1G01980,SEC1A,261623_at,0.1,0.953143672175718,1.17196517103635,,,,,,
AT1G02000,GAE2,261624_at,-0.2,0.953143672175718,-1.20216675657984,,,,,,
AT1G02020,AT1G02020,264169_at,0.1,0.965482010365414,0.433816584535693,,,,,,
AT1G02050,PKSA,264175_at,0.1,0.960040916962731,0.54200879098929,,,,,,
AT1G02060,AT1G02060,264167_at,-0.1,0.960991140134083,-0.532560430953513,,,,,,
AT1G02070,AT1G02070,264151_at,-0.1,0.953268197773203,-0.884682863338823,,,,,,
AT1G02090,CSN7,264150_at,0.1,0.959171010660004,0.682174875992489,,,,0.2,0.940726585798105,0.502199705144892
AT1G02110,AT1G02110,264176_at,0.1,0.966726010498673,0.402534652002073,,,,,,
AT1G02120,VAD1,264172_at,-0.1,0.959171010660004,-0.672233937654108,,,,,,
AT1G02130,RABD2A,264122_at,-0.2,0.953143672175718,-1.62644774872184,,,,,,
AT1G02140,MEE63,264152_at,-0.1,0.964698235980135,-0.448574655983725,,,,,,
AT1G02150,AT1G02150,264177_at,0.2,0.953143672175718,1.41321523985415,,,,,,
AT1G02180,AT1G02180,264179_at,0.2,0.953143672175718,1.21722781893412,,,,,,
AT1G02205,CER1,264146_at,0.3,0.953143672175718,1.94317542356685,,,,,,
AT1G02270,AT1G02270,264123_at,-0.3,0.953143672175718,-1.49783627795061,,,,,,
AT1G02280,TOC33,264121_at,0.2,0.953143672175718,1.5068592029849,,,,,,
AT1G02300,CATHB1,259441_at,0.2,0.959171010660004,0.629896498863911,,,,,,
AT1G02305,CATHB2,259416_at,0.1,0.959171010660004,0.668119587850614,,,,,,
AT1G02310,MAN1,259442_at,-0.1,0.954458871645888,-0.837471546176938,,,,,,
AT1G02330,CSU2,259415_at,0.1,0.959171010660004,0.573174618579155,,,,,,
AT1G02340,HFR1,259417_at,-0.1,0.959744173116588,-0.558644755159173,,,,0.3,0.87525231880064,0.669077901284371
AT1G02360,AT1G02360,259443_at,-0.3,0.953143672175718,-1.46069400916702,,,,,,
AT1G02370,AT1G02370,259444_at,0.1,0.971914438472513,0.332580375100065,,,,,,
AT1G02390,GPAT2,259418_at,-0.4,0.953143672175718,-2.11633429145632,0.3,0.900216671381861,0.638678926877348,,,
AT1G02400,GA2OX6,259445_at,-0.1,0.953143672175718,-1.22694264123394,,,,,,
AT1G02420,AT1G02420,259414_at,-0.1,0.964222886237122,-0.450367014221547,,,,,,
AT1G02450,NIMIN-1,260904_at,0.1,0.975219922084204,0.297103428724677,,,,,,
AT1G02460,AT1G02460,260903_at,-0.1,0.959171010660004,-0.623380079188209,,,,,,
AT1G02470,AT1G02470,260933_at,-0.2,0.953143672175718,-1.30729220793873,,,,,,
AT1G02475,AT1G02475,260916_at,-0.1,0.959171010660004,-0.708587708247603,,,,,,
AT1G02490,AT1G02490,260911_at,0.1,0.954253784789457,0.861469086659649,,,,,,
AT1G02500,SAM1,260913_at,-0.1,0.965482010365414,-0.43459308816182,,,,,,
AT1G02540,AT1G02540,260906_at,-0.1,0.954458871645888,-0.82348873464462,,,,,,
AT1G02575,AT1G02575,260907_at,-0.3,0.953143672175718,-2.07415394547413,,,,,,
AT1G02580,MEA,260908_at,0.1,0.953143672175718,1.22484304421761,,,,,,
AT1G02640,BXL2,260914_at,-0.3,0.954458871645888,-0.776091516568288,,,,,,
AT1G02660,PLIP2,260915_at,-0.2,0.958063966855152,-0.741950466157158,,,,,,
AT1G02690,IMPA-6,260910_at,0.3,0.953143672175718,1.86902230169562,,,,,,
AT1G02700,AT1G02700,260917_at,-0.1,0.959171010660004,-0.605350453285358,,,,0.1,0.99420383898272,0.149876892620424
AT1G02710,AT1G02710,260905_at,-0.2,0.953143672175718,-1.42758207152465,,,,,,
AT1G02720,GATL5,260928_at,-0.1,0.953143672175718,-0.888270458300727,,,,,,
AT1G02730,CSLD5,262109_at,0.6,0.953143672175718,2.63259810339385,,,,0.2,0.977338354388348,0.375664472920392
AT1G02750,DI19-2,262107_at,0.1,0.965482010365414,0.429235411574422,,,,,,
AT1G02780,RPL19A,262117_at,0.1,0.959171010660004,0.678332641821807,,,,,,
AT1G02800,CEL2,262121_at,0.1,0.964698235980135,0.448839591518281,,,,,,
AT1G02813,AT1G02813,262115_at,-0.1,0.953143672175718,-1.25225086635485,,,,,,
AT1G02816,AT1G02816,262116_at,-0.2,0.953143672175718,-0.907187809527143,,,,,,
AT1G02820,LEA2,262113_at,-0.9,0.953143672175718,-2.24170818103419,,,,-1.1,0.4988335668424,-1.93833881538067
AT1G02850,BGLU11,262118_at,0.1,0.969577963382233,0.366561969338652,,,,,,
AT1G02860,BAH1,262114_at,-0.2,0.954458871645888,-0.774197001450545,,,,,,
AT1G02890,AT1G02890,262130_at,-0.2,0.953143672175718,-1.32371765346255,,,,,,
AT1G02900,RALF1,262131_at,-0.2,0.953143672175718,-1.03080261755777,,,,,,
AT1G02910,LPA1,262104_at,0.1,0.954458871645888,0.799177153489821,,,,,,
AT1G02970,WEE1,262106_at,0.3,0.953143672175718,2.31325260861604,,,,,,
AT1G02980,CUL2,262102_at,-0.2,0.953143672175718,-1.85478744443318,,,,,,
AT1G03000,PEX6,263170_at,-0.1,0.956044959703157,-0.762733752851093,,,,,,
AT1G03010,AT1G03010,263169_at,-0.1,0.959171010660004,-0.701907273176753,,,,,,
AT1G03030,AT1G03030,263167_at,0.1,0.953143672175718,0.92765203211661,,,,,,
AT1G03055,D27,263115_at,-0.3,0.953143672175718,-2.45169057956592,,,,,,
AT1G03060,SPI,263165_at,0.2,0.953143672175718,1.48905633788597,,,,,,
AT1G03070,LFG4,263164_at,-0.6,0.953143672175718,-3.0440887998823,,,,-0.6,0.8164491026192,-0.878116946027469
AT1G03080,NET1D,263112_at,0.1,0.959171010660004,0.721037828252635,,,,,,
AT1G03090,MCCA,263118_at,-0.3,0.953143672175718,-1.01240249190417,,,,,,
AT1G03100,AT1G03100,263143_at,-0.1,0.959171010660004,-0.656573369740959,,,,,,
AT1G03110,TRM82,263119_at,0.2,0.954458871645888,0.788489235478273,,,,,,
AT1G03130,PSAD2,263114_at,-0.3,0.953143672175718,-1.06086676993676,,,,,,
AT1G03150,NAA20,263113_at,-0.1,0.964451017692285,-0.449706842538505,,,,,,
AT1G03160,FZL,263163_at,-0.1,0.958463274282174,-0.733820461040649,,,,,,
AT1G03170,FAF2,264363_at,-0.1,0.954458871645888,-0.849193919048453,,,,,,
AT1G03190,XPD,264356_at,-0.1,0.96502227053573,-0.440380368118418,,,,,,
AT1G03210,AT1G03210,264355_at,-0.1,0.97511875950619,-0.297723657898241,,,,,,
AT1G03250,AT1G03250,264366_at,0.1,0.96649378439825,0.416434732757606,,,,,,
AT1G03260,AT1G03260,264353_at,-0.1,0.967591374490665,-0.382116581212886,,,,,,
AT1G03290,AT1G03290,264362_at,-0.2,0.953143672175718,-1.14736856030974,,,,,,
AT1G03300,DUF1,264361_at,-0.1,0.959171010660004,-0.652834585525313,,,,,,
AT1G03310,ISA2,264360_at,0.2,0.954447959261221,0.856713771620098,,,,,,
AT1G03330,LSM 2.00,264364_at,0.2,0.953143672175718,1.48729045155813,,,,,,
AT1G03360,RRP4,264357_at,0.1,0.974329141975843,0.304608720687272,,,,,,
AT1G03370,AT1G03370,264351_at,-0.1,0.956204782211427,-0.759140159695476,,,,,,
AT1G03380,ATG18G,264828_at,-0.2,0.959171010660004,-0.591193792826131,,,,,,
AT1G03400,AT1G03400,264843_at,-0.3,0.953143672175718,-2.3413735838098,,,,,,
AT1G03440,AT1G03440,264840_at,-0.2,0.953143672175718,-1.25046872134605,,,,,,
AT1G03457,AT1G03457,264822_at,-0.1,0.953143672175718,-0.951590821171651,,,,,,
AT1G03470,NET3A,264821_at,0.2,0.954458871645888,0.791718269198147,,,,,,
AT1G03475,CPX1,264820_at,0.1,0.960991140134083,0.522410198085019,,,,,,
AT1G03490,NAC006,264829_at,-0.3,0.953143672175718,-2.24553934497145,,,,,,
AT1G03510,PCMP-E3,264819_at,-0.1,0.954458871645888,-0.801431279992095,,,,,,
AT1G03520,AT1G03520,264844_at,-0.2,0.953143672175718,-1.41007893671703,,,,,,
AT1G03530,ATNAF1,264818_at,0.1,0.959171010660004,0.586128851397794,,,,,,
AT1G03540,PCMP-E4,264817_at,0.1,0.953143672175718,1.23723394605203,,,,,,
AT1G03550,SCAMP2,264835_at,-0.1,0.953143672175718,-0.942310236747022,,,,,,
AT1G03560,AT1G03560,264816_at,0.2,0.953143672175718,1.31769484374821,,,,,,
AT1G03590,PPC6-6,264833_at,-0.3,0.953143672175718,-1.04156675960766,,,,,,
AT1G03600,PSB27-1,264837_at,-0.2,0.953143672175718,-1.00631251177119,,,,,,
AT1G03610,AT1G03610,264836_at,-0.3,0.959171010660004,-0.596402029736938,,,,,,
AT1G03630,PORC,264839_at,0.1,0.959171010660004,0.627501690307547,,,,,,
AT1G03660,AT1G03660,264832_at,-0.2,0.953143672175718,-1.37754298532041,,,,,,
AT1G03680,ATHM1,264845_at,-0.1,0.959171010660004,-0.654974142232957,,,,,,
AT1G03710,AT1G03710,264830_at,-0.1,0.959171010660004,-0.570643207552958,,,,,,
AT1G03730,AT1G03730,264834_at,-0.1,0.954458871645888,-0.804646049234023,,,,,,
AT1G03740,AT1G03740,264841_at,-0.5,0.953143672175718,-2.48032683028479,,,,,,
AT1G03750,SWI2,265088_at,-0.1,0.959171010660004,-0.67188104002696,,,,,,
AT1G03780,TPX2,265085_at,0.3,0.953143672175718,1.2774806483161,,,,,,
AT1G03790,SOM,265084_at,-0.3,0.953143672175718,-2.16866118127432,,,,,,
AT1G03820,AT1G03820,265083_at,0.2,0.959171010660004,0.594348866564323,,,,,,
AT1G03830,AT1G03830,265082_at,0.2,0.953143672175718,1.56427355558316,,,,,,
AT1G03850,AT1G03850,265067_at,-0.2,0.961737379567544,-0.498222918166034,,,,,,
AT1G03870,FLA9,265066_at,-0.3,0.953143672175718,-1.71294185717479,,,,,,
AT1G03880,CRB,265095_at,-0.9,0.953143672175718,-1.4318705590208,,,,,,
AT1G03900,ATNAP4,265043_at,-0.2,0.953143672175718,-2.12097065608568,,,,,,
AT1G03910,CTN,265092_at,0.1,0.959171010660004,0.669632286469215,,,,,,
AT1G03920,AT1G03920,265038_at,-0.1,0.953143672175718,-0.909348335154967,,,,,,
AT1G03950,VPS2.3,265044_at,-0.3,0.953143672175718,-2.3203296074214,,,,,,
AT1G03960,B''EPSILON,265090_at,0.1,0.953143672175718,1.27076175311182,,,,,,
AT1G03970,GBF4,265040_at,-0.2,0.954458871645888,-0.802103960578363,,,,,,
AT1G04010,PSAT,265098_at,0.1,0.959171010660004,0.672399766861756,,,,,,
AT1G04020,ATBARD1,265097_at,0.2,0.953143672175718,0.893020859555058,,,,,,
AT1G04050,SUVR1,257404_at,0.1,0.959171010660004,0.720005584965207,,,,,,
AT1G04080,PRP39,265036_at,0.1,0.953143672175718,1.12986188814894,,,,,,
AT1G04090,AT1G04090,264320_at,-0.1,0.953143672175718,-1.09621720621421,,,,,,
AT1G04100,IAA10,264328_at,-0.2,0.953143672175718,-1.65833558436997,,,,,,
AT1G04110,SBT1.2,264319_at,0.4,0.953143672175718,1.86106729714372,,,,,,
AT1G04120,ABCC5,264330_at,0.4,0.953143672175718,2.24501028740202,,,,,,
AT1G04130,TPR2,264331_at,0.4,0.953143672175718,2.33530210035836,,,,,,
AT1G04170,EIF2 GAMMA,264327_at,-0.1,0.962312862935318,-0.488154532193821,,,,,,
AT1G04180,YUC9,264323_at,,,,,,,0.7,0.549900970627496,1.74998188031122
AT1G04183,AT1G04183,264824_at,0.2,0.953143672175718,1.01356969372926,,,,,,
AT1G04190,TPR3,264322_at,-0.1,0.973879941402556,-0.313890185295975,,,,,,
AT1G04200,AT1G04200,264321_at,0.1,0.966875634816031,0.392748445797781,,,,,,
AT1G04220,KCS2,264318_at,0.5,0.953143672175718,1.10266115494404,,,,,,
AT1G04240,SHY2,263656_at,-0.3,0.953143672175718,-1.09294695468981,1.1,0.0824430390845952,3.38817647664075,0.8,0.496556135195023,1.9548734044951
AT1G04250,IAA17,263664_at,-0.1,0.980336816812529,-0.252020715283138,,,,,,
AT1G04270,RPS15A,263667_at,0.3,0.953143672175718,1.7692780866157,,,,,,
AT1G04300,TRAF1B,263654_at,0.1,0.959171010660004,0.621602630328841,,,,,,
AT1G04310,ERS2,263653_at,-0.5,0.953143672175718,-2.14890324635487,,,,,,
AT1G04330,AT1G04330,263652_at,-0.2,0.953143672175718,-1.45147933429862,,,,,,
AT1G04340,AT1G04340,263651_at,0.1,0.957440716376245,0.755437249078677,,,,,,
AT1G04350,AT1G04350,263668_at,-0.3,0.953143672175718,-1.80769873547927,,,,,,
AT1G04360,ATL1,263650_at,-0.2,0.953143672175718,-1.12445230246424,,,,,,
AT1G04380,AT1G04380,263649_at,0.1,0.967494775734679,0.3909566833298,,,,,,
AT1G04390,AT1G04390,263648_at,-0.2,0.953143672175718,-1.27622288646954,,,,,,
AT1G04440,CKL13,263657_at,-0.2,0.953143672175718,-1.20682313443368,,,,,,
AT1G04470,AT1G04470,263659_at,-0.1,0.96502227053573,-0.444867278989399,,,,,,
AT1G04500,AT1G04500,263655_at,0.1,0.962908565860548,0.474814000306583,,,,,,
AT1G04510,PRP19A,263666_at,0.2,0.953143672175718,1.26049575308893,,,,,,
AT1G04520,CRRSP3,263677_at,0.2,0.953143672175718,1.07446929079465,,,,,,
AT1G04530,TPR4,264609_at,-0.3,0.953143672175718,-1.02001605395471,,,,,,
AT1G04540,AT1G04540,264601_at,-0.2,0.953143672175718,-1.55752553841839,,,,,,
AT1G04550,IAA12,264605_at,0.1,0.953143672175718,0.918789056922919,,,,,,
AT1G04560,AT1G04560,264612_at,-0.7,0.953143672175718,-1.1335001174787,0.4,0.918116452256233,0.589185862670674,,,
AT1G04590,AT1G04590,264615_at,-0.2,0.953143672175718,-1.90377988689822,,,,,,
AT1G04650,AT1G04650,264604_at,-0.2,0.953143672175718,-1.65507807528399,,,,,,
AT1G04660,AT1G04660,264606_at,0.1,0.961737379567544,0.503854387332554,,,,,,
AT1G04680,AT1G04680,264611_at,0.1,0.953143672175718,1.24688107992688,,,,,,
AT1G04700,AT1G04700,264602_at,0.3,0.953143672175718,2.22387993750659,,,,,,
AT1G04710,KAT1,264608_at,0.2,0.953143672175718,1.29875854465627,,,,,,
AT1G04750,VAMP721,264595_at,0.1,0.962312862935318,0.486618642014516,,,,,,
AT1G04760,VAMP726,261178_at,0.2,0.953143672175718,1.48697568039691,,,,,,
AT1G04770,AT1G04770,261177_at,1.1,0.953143672175718,1.74433686578817,,,,0.9,0.317508209669057,2.6610066171119
AT1G04790,AT1G04790,261127_at,-0.2,0.953143672175718,-1.50038336035899,,,,,,
AT1G04810,RPN2B,261174_at,0.1,0.953143672175718,1.0607785691207,,,,,,
AT1G04820,TUBA4,261129_at,0.2,0.953143672175718,1.06333004379492,,,,,,
AT1G04850,AT1G04850,261153_at,0.2,0.953143672175718,1.1297130612589,,,,,,
AT1G04900,AT1G04900,261124_at,0.1,0.973879941402556,0.316044740095645,,,,,,
AT1G04920,SPS3,261169_at,-0.1,0.953143672175718,-0.980792935123423,,,,,,
AT1G04930,AT1G04930,261152_at,-0.1,0.959171010660004,-0.635706690861832,,,,,,
AT1G04945,AT1G04945,261168_at,0.1,0.980054590585443,0.254882919311821,,,,,,
AT1G04960,AT1G04960,261155_at,-0.1,0.959171010660004,-0.692820780202465,,,,,,
AT1G04980,PDIL2-2,261167_at,0.6,0.953143672175718,1.06552370512848,,,,,,
AT1G05010,ACO4,265194_at,-0.5,0.953143672175718,-2.4651413851862,,,,,,
AT1G05100,MAPKKK18,265216_at,-0.1,0.954458871645888,-0.813443223560194,,,,,,
AT1G05120,AT1G05120,265191_at,-0.1,0.973879941402556,-0.316824861950901,,,,,,
AT1G05140,ARASP2,264584_at,0.2,0.953143672175718,1.30153404835102,,,,,,
AT1G05150,AT1G05150,264568_at,0.2,0.953143672175718,0.997909274722934,,,,,,
AT1G05160,KAO1,264586_at,-0.3,0.953143672175718,-2.49104570108686,,,,,,
AT1G05170,B3GALT2,264583_at,0.1,0.953143672175718,0.919054119328571,,,,,,
AT1G05180,AXR1,264585_at,0.1,0.953143672175718,1.04199057490618,,,,,,
AT1G05200,GLR3.4,264587_at,-0.3,0.953143672175718,-1.40070616669596,,,,,,
AT1G05210,AT1G05210,264581_at,0.3,0.953143672175718,1.95840968430259,,,,,,
AT1G05230,HDG2,264582_at,-0.1,0.953143672175718,-1.12769443700096,,,,,,
AT1G05260,PER3,264577_at,-0.1,0.959171010660004,-0.715552884588965,,,,,,
AT1G05300,ZIP5,264574_at,0.2,0.959171010660004,0.699941845408166,,,,,,
AT1G05310,PME8,264573_at,0.1,0.953143672175718,0.940258111796381,,,,,,
AT1G05320,AT1G05320,264572_at,0.2,0.953143672175718,0.985457800441767,,,,,,
AT1G05330,AT1G05330,264571_at,0.1,0.953143672175718,1.12925770535896,,,,,,
AT1G05340,AT1G05340,264580_at,-0.1,0.959171010660004,-0.569083621582167,,,,-0.2,0.979083708646236,-0.346820481800212
AT1G05350,AT1G05350,264570_at,-0.1,0.959969180017631,-0.555535264964557,,,,,,
AT1G05380,AT1G05380,261383_at,0.3,0.953143672175718,1.84359768382896,,,,,,
AT1G05385,PSB27-2,261388_at,-0.3,0.953143672175718,-2.09357238538848,,,,,,
AT1G05400,AT1G05400,261380_at,-0.1,0.960991140134083,-0.522900959134675,,,,,,
AT1G05410,AT1G05410,261387_at,-0.2,0.953143672175718,-2.2599383098026,,,,,,
AT1G05440,AT1G05440,261384_at,0.1,0.98102768334064,0.231797301679525,,,,,,
AT1G05450,AT1G05450,261385_at,0.1,0.954458871645888,0.852721456624303,,,,,,
AT1G05460,SDE3,261381_at,0.1,0.962312862935318,0.485948861136702,,,,,,
AT1G05470,IP5P6,261382_at,-0.2,0.953143672175718,-1.25232605905006,,,,,,
AT1G05510,OBAP1A,263175_at,-0.5,0.953143672175718,-1.26492841254863,,,,,,
AT1G05550,AT1G05550,263178_at,0.1,0.960991140134083,0.520131660790285,,,,,,
AT1G05570,CALS1,263183_at,0.2,0.953143672175718,1.07713263576134,,,,,,
AT1G05575,AT1G05575,263182_at,-0.1,0.95829094205019,-0.734692788900284,,,,,,
AT1G05577,AT1G05577,263233_at,0.1,0.96502227053573,0.44009761585336,,,,,,
AT1G05590,HEXO2,263199_at,0.1,0.954458871645888,0.797896967788958,,,,,,
AT1G05600,AT1G05600,263200_at,-0.2,0.953143672175718,-2.22474680468031,,,,,,
AT1G05610,APS2,263201_at,-0.1,0.96502227053573,-0.441919087666894,,,,,,
AT1G05670,AT1G05670,263230_at,-0.1,0.954458871645888,-0.808917160177142,,,,,,
AT1G05680,UGT74E2,263231_at,0.1,0.953143672175718,1.08755724647696,,,,,,
AT1G05690,BT3,257451_at,-0.4,0.953143672175718,-2.70078172784826,,,,,,
AT1G05710,AT1G05710,263179_at,0.2,0.954253784789457,0.878897325408748,,,,,,
AT1G05750,PDE247,261310_at,-0.1,0.953143672175718,-0.930689927507127,,,,,,
AT1G05760,RTM1,261256_at,-0.2,0.953143672175718,-1.185250078134,,,,,,
AT1G05770,JAL2,261311_at,0.1,0.953143672175718,1.01309763973793,,,,,,
AT1G05805,BHLH128,261254_at,0.1,0.980054590585443,0.254265815348053,,,,,,
AT1G05810,ARA,261252_at,-0.1,0.959171010660004,-0.569448069274749,,,,,,
AT1G05840,AT1G05840,261253_at,-0.1,0.959328898362578,-0.561699090124527,,,,,,
AT1G05850,CTL1,261279_at,-0.1,0.953143672175718,-0.968010238392694,,,,,,
AT1G05860,AT1G05860,261280_at,0.1,0.961520270268962,0.514204095616008,,,,,,
AT1G05900,NTH2,261255_at,0.1,0.954458871645888,0.842284687441438,,,,,,
AT1G05920,AT1G05920,261251_at,-0.2,0.953143672175718,-1.05788969477977,,,,,,
AT1G05940,CAT9,260927_at,-0.1,0.953143672175718,-1.18273913924312,,,,,,
AT1G05950,AT1G05950,260945_at,0.3,0.953143672175718,1.56280886777309,,,,,,
AT1G05960,AT1G05960,260961_at,-0.1,0.959171010660004,-0.581279190524243,,,,,,
AT1G06000,UGT89C1,260955_at,0.4,0.959171010660004,0.642740537216905,-0.7,0.62699133766569,-1.29401174494025,-0.2,0.99420383898272,-0.288250221286912
AT1G06010,AT1G06010,260946_at,-0.1,0.953143672175718,-0.980449900504337,,,,,,
AT1G06020,AT1G06020,260947_at,0.1,0.959171010660004,0.587636649671295,,,,,,
AT1G06040,BBX24,260956_at,-0.4,0.953143672175718,-0.976082426110788,,,,,,
AT1G06050,AT1G06050,260959_at,-0.2,0.959171010660004,-0.663855564108635,,,,,,
AT1G06060,AT1G06060,260958_at,-0.1,0.959171010660004,-0.723991133575252,,,,,,
AT1G06080,ADS1,260957_at,-0.9,0.953143672175718,-1.46065111350923,-0.3,0.956275549098692,-0.332314000058127,-1.5,0.4434352385327,-2.15607281276706
AT1G06110,SKIP16,260949_at,-0.2,0.956493375632229,-0.758174021239922,,,,,,
AT1G06140,PCMP-E61,260952_at,0.2,0.953143672175718,1.65599042423162,,,,,,
AT1G06143,EMB1444,260951_at,-0.2,0.953143672175718,-2.48728080713776,,,,,,
AT1G06180,ATMYB13,260784_at,0.3,0.954710838556535,0.770445788055329,,,,,,
AT1G06190,AT1G06190,260793_at,0.1,0.959171010660004,0.728124909939927,,,,,,
AT1G06240,AT1G06240,260790_at,-0.1,0.953143672175718,-1.01068380829901,,,,,,
AT1G06250,AT1G06250,260791_at,-0.1,0.953143672175718,-1.13819834701725,,,,,,
AT1G06270,AT1G06270,260792_at,-0.1,0.969290465918195,-0.370109402157618,,,,,,
AT1G06310,ACX3.2,259419_at,0.1,0.953143672175718,1.03653000877868,,,,,,
AT1G06320,AT1G06320,259389_at,0.1,0.954458871645888,0.826704247181948,,,,,,
AT1G06410,TPS7,259393_at,-0.1,0.970852086122508,-0.355508135036309,,,,,,
AT1G06420,AT1G06420,259394_at,0.1,0.959171010660004,0.714738376852591,,,,,,
