Gene ID,Gene Name,Design Element,'mbf1c mutant' vs 'wild type' at '0 minute'.p-value,'mbf1c mutant' vs 'wild type' at '0 minute'.t-statistic,'mbf1c mutant' vs 'wild type' at '0 minute'.log2foldchange,'mbf1c mutant' vs 'wild type' at '20 minute'.p-value,'mbf1c mutant' vs 'wild type' at '20 minute'.t-statistic,'mbf1c mutant' vs 'wild type' at '20 minute'.log2foldchange,'mbf1c mutant' vs 'wild type' at '60 minute'.p-value,'mbf1c mutant' vs 'wild type' at '60 minute'.t-statistic,'mbf1c mutant' vs 'wild type' at '60 minute'.log2foldchange
AT1G01010,NAC001,261585_at,0.987919998074416,0.130730215683884,0,NA,0.492200576386229,0.1,NA,-1.49814711580968,-0.2
AT1G01030,NGA3,261568_at,0.996204240714584,0.0456717718631758,0,NA,4.73496223108258,0.7,NA,-1.5277291004966,-0.3
AT1G01040,DCL1,261584_at,0.975062706063474,0.299773766934136,0.1,NA,1.59749624096969,0.3,NA,-1.19368835700803,-0.3
AT1G01050,PPA1,261579_at,0.997100970855399,0.0328467528929023,0,NA,-1.24851286934074,-0.2,NA,-0.188672397197194,0
AT1G01060,LHY,261569_at,0.953143672175718,-1.71596002283551,-1.2,0.877971443446578,-0.776838397723657,-0.6,0.409555172010068,-2.33323254298157,-1.4
AT1G01070,,261576_at,NA,0.438541657881058,0,NA,2.32684955483325,0.3,NA,-1.85653320022687,-0.4
AT1G01080,,261577_at,0.956044959703157,0.763891694573722,0.1,NA,0.71154892868725,0.1,NA,-0.637104490492189,-0.1
AT1G01090,PDH-E1 ALPHA,261583_at,NA,0.12151358317617,0,NA,-1.13248185237215,-0.1,NA,-0.223992932097498,0
AT1G01100,RPP1A,261578_at,0.953143672175718,0.905511280741809,0.1,NA,-0.863275045912464,-0.1,NA,0.730886583679681,0.1
AT1G01110,IQD 18,261580_at,NA,0.111188715833113,0,NA,-2.44551514835995,-0.3,NA,0.857610689563453,0.1
AT1G01120,KCS1,261570_at,0.961737379567544,-0.506495222178697,-0.1,NA,0.788279083916756,0.3,0.99420383898272,0.133799406685348,0.1
AT1G01130,,261575_at,0.975087028335332,-0.298328105711036,0,NA,-0.429377051591188,0,NA,0.91180513404673,0.1
AT1G01140,CIPK9,261581_at,0.953143672175718,-1.39197264124203,-0.2,NA,0.363246000115865,0.1,0.552360971068656,1.74319214880329,0.9
AT1G01150,,261571_at,NA,0.411514939775313,0,NA,-0.808310433389785,-0.1,NA,-0.198728117913285,0
AT1G01160,GIF2,261582_at,0.953143672175718,-1.56661992637359,-0.3,NA,-0.132835037146104,0,NA,-1.58878214132732,-0.2
AT1G01170,,261572_at,0.953143672175718,1.73587027442523,0.2,NA,0.351291303767307,0,NA,-0.435761966188451,-0.1
AT1G01190,CYP78A8,261574_at,0.953143672175718,-1.69990864734824,-0.4,NA,-0.322541114842813,-0.1,NA,-0.533887556584963,-0.1
AT1G01200,RABA3,261042_at,0.953143672175718,1.04003277361474,0.1,NA,0.0503848602682111,0,NA,0.289428973079955,0
AT1G01220,FKGP,261043_at,0.97973052800105,-0.259449180688176,0,NA,-1.94501643268034,-0.4,NA,0.0895643750673593,0
AT1G01225,,261025_at,0.996204240714584,-0.0392576435251211,0,NA,-0.42562843220893,-0.1,NA,-2.17451610838598,-0.3
AT1G01230,,261057_at,0.954458871645888,-0.788929884573532,-0.1,NA,0.411125793457717,0.1,NA,-1.34945383624474,-0.2
AT1G01240,,261026_at,0.956044959703157,-0.759959942921941,-0.3,NA,0.948257331279265,0.3,NA,-0.912938465840277,-0.3
AT1G01250,ERF023,261059_at,0.953143672175718,-1.2240057711328,-0.1,NA,-1.5945162183618,-0.3,NA,-0.193589505957799,0
AT1G01260,BHLH13,261050_at,NA,-0.89195261567514,-0.1,NA,2.61120221007183,0.3,NA,1.26762455816702,0.2
AT1G01280,CYP703A2,261051_at,0.957088940782599,0.756793801700351,0.1,NA,-0.149365878747215,0,NA,0.552014732057437,0.1
AT1G01290,CNX 3.00,261044_at,0.959171010660004,-0.592280829452193,-0.1,NA,-0.901530562064215,-0.2,NA,-1.60790115110226,-0.3
AT1G01300,APF2,261055_at,0.964222886237122,0.450709813816251,0.1,NA,-0.020015585499124,0,NA,0.286657688380135,0.1
AT1G01310,,261045_at,0.981130018794951,-0.228788366620333,0,NA,-0.0841926599852954,0,NA,0.882159175308198,0.1
AT1G01320,,261053_at,0.953143672175718,1.34595319237104,0.4,NA,0.0293519521351073,0,NA,1.02308508326197,0.3
AT1G01340,CNGC10,261027_at,0.957440716376245,-0.75215386938287,-0.1,NA,-0.103952885984704,0,NA,-0.766133139981741,-0.1
AT1G01360,PYL9,261056_at,0.953143672175718,-1.28719113044851,-0.3,NA,1.31104583295323,0.5,NA,-1.18657701105753,-0.3
AT1G01370,HTR12,261058_at,0.953143672175718,1.10303272683064,0.1,NA,-1.01113170165035,-0.1,NA,0.659478674768298,0.1
AT1G01380,ETC1,257490_x_at,NA,1.41407760252137,0.1,NA,-1.54880809289156,-0.2,NA,-0.443862459699152,-0.1
AT1G01390,,261046_at,0.975087028335332,-0.298378208018741,-0.1,NA,-0.977119804144443,-0.2,NA,0.425904896371011,0.1
AT1G01410,APUM22,261047_at,NA,-0.21971909185697,0,NA,-1.79813491756629,-0.2,NA,0.167563791679035,0
AT1G01420,UGT72B3,261048_at,0.957440716376245,-0.752078350831836,-0.1,NA,2.44221730867508,0.4,NA,0.419382191320776,0.1
AT1G01430,TBL25,261049_at,0.953143672175718,-0.914959411687005,-0.2,NA,1.17195263365548,0.2,NA,-1.1047042714441,-0.4
AT1G01440,,261052_at,0.953143672175718,0.996583353975675,0.2,NA,-0.0613191886572688,0,NA,-0.742778731136015,-0.1
AT1G01450,,259435_at,0.953143672175718,1.21442495139933,0.2,NA,-0.556368970640384,-0.1,NA,-1.14932606897215,-0.2
AT1G01460,PIP5K10,259425_at,NA,-0.100915680707985,0,NA,-0.847715508359922,-0.1,NA,1.03527199179425,0.1
AT1G01470,LEA14,259426_at,0.962312862935318,0.483785660061084,0.2,NA,0.649612283531864,0.2,NA,-0.822117448419359,-0.2
AT1G01480,ACS2,259439_at,NA,0.1779702811581,0,NA,0.200912410639279,0,NA,1.79210240016322,0.2
AT1G01490,,259434_at,0.953143672175718,-1.35734508720623,-0.3,NA,0.295362988181902,0.1,NA,-1.1420540981887,-0.3
AT1G01500,,259436_at,0.968626425071757,-0.373982777057788,-0.1,NA,-0.64820540787372,-0.1,NA,-0.577498748369948,-0.1
AT1G01510,AN,259438_at,NA,0.10990180506382,0,NA,-0.805744439549127,-0.1,NA,0.37880490257261,0
AT1G01520,,259432_at,0.953143672175718,-2.35921340823179,-0.4,0.996965539297179,-0.0966698020072276,-0.1,NA,-3.55025817181661,-0.5
AT1G01530,AGL28,259427_at,NA,0.741285170846503,0.1,NA,-0.872353390319607,-0.1,NA,0.216705280531157,0
AT1G01540,,259437_at,0.959171010660004,-0.639604291340226,-0.1,NA,1.15216173247041,0.2,NA,0.767379847966427,0.2
AT1G01550,BPS1,259440_at,0.953143672175718,-0.934666076039078,-0.1,NA,-0.412750476216454,-0.1,NA,0.414455563470263,0.1
AT1G01560,MPK11,259428_at,0.959171010660004,-0.578419121741838,-0.1,NA,0.765630898302431,0.1,NA,1.72836023304594,0.2
AT1G01570,,259433_at,0.965318319131204,0.437667410197833,0.1,NA,-0.0054711138720231,0,NA,0.40405165277454,0.1
AT1G01600,CYP86A4,259429_at,0.953143672175718,-1.07334981979043,-0.2,NA,-2.96625429308201,-0.5,NA,-1.74454948325586,-0.3
AT1G01610,GPAT4,259430_at,NA,-0.251480476589693,0,NA,0.714650615218995,0.2,NA,-1.43316615056807,-0.5
AT1G01620,PIP1-3,259431_at,0.968005312995502,-0.375552081264049,-0.1,NA,0.321149114774899,0.1,NA,-0.980677917415262,-0.3
AT1G01630,,261563_at,0.953143672175718,-1.68559002171157,-0.2,NA,-0.841942224355342,-0.1,NA,-1.31415449489755,-0.3
AT1G01640,,261586_at,NA,0.338799390829799,0,NA,-0.793132174313511,-0.1,NA,-0.996983183618144,-0.1
AT1G01650,SPPL4,257484_at,0.953143672175718,-1.59556451562168,-0.2,NA,-0.487046942995494,-0.1,NA,-0.995537230025626,-0.1
AT1G01660,,261587_at,0.959171010660004,0.589254554764293,0.1,NA,-0.987023966757614,-0.1,NA,0.102047264843019,0
AT1G01670,PUB56,261588_at,0.973928739469074,-0.311620402049873,-0.1,NA,0.315095040528685,0.1,NA,-0.156924368606507,0
AT1G01700,ATROPGEF2,261590_at,NA,0.770153449933932,0.1,NA,-0.48626344518437,-0.1,NA,-0.415720775310371,0
AT1G01710,,261560_at,0.9912871975766,-0.0751602570244254,0,NA,-0.674031328419761,-0.1,NA,0.0914773747758971,0
AT1G01720,NAC002,261564_at,0.967591374490665,-0.388263898579919,-0.1,NA,-1.94743438640664,-0.7,0.690458826834404,-1.34326973285148,-0.6
AT1G01725,,261535_at,0.953143672175718,-1.1017485958646,-0.2,NA,-1.13798783006667,-0.2,NA,-1.1866719321847,-0.3
AT1G01730,,261561_at,0.973879941402556,-0.312563047329683,0,NA,-3.03906213943598,-0.4,NA,-1.31440952500743,-0.2
AT1G01740,BSK4,261591_at,0.975605699697171,0.288261539961872,0,NA,-0.522301404753515,-0.1,NA,0.103871024621782,0
AT1G01750,ADF11,261562_at,0.994542031875041,-0.0554816694693647,0,NA,-2.33698665917425,-0.3,NA,-0.248758707407697,0
AT1G01760,,261592_at,NA,-0.427517494124961,0,NA,-0.579441013762735,-0.1,NA,-2.466235524356,-0.5
AT1G01770,,261558_at,0.996204240714584,0.0401722818104909,0,NA,0.392699518141964,0.2,NA,-0.97147414228255,-0.3
AT1G01780,PLIM2B,261559_at,0.953143672175718,-1.40661348211574,-0.2,NA,0.0565766509487701,0,NA,-0.679440180899604,-0.1
AT1G01790,KEA1,261536_at,0.954253784789457,-0.864143051460541,-0.2,NA,-0.156417740775904,0,NA,0.815766091682416,0.1
AT1G01800,,261537_at,0.954253784789457,-0.873561600049657,-0.1,NA,-0.269672767708728,0,NA,-1.61238087310255,-0.3
AT1G01820,PEX11C,261534_at,0.962312862935318,-0.481390163091424,-0.1,NA,-1.04463875301763,-0.1,NA,0.353129246202447,0.1
AT1G01830,,261538_at,0.959171010660004,-0.611993555467634,-0.1,NA,0.0334381923597804,0,NA,-0.900918397590447,-0.3
AT1G01840,,261539_at,0.953143672175718,1.03344864779956,0.2,NA,-0.0291471388779804,0,NA,-1.39051104545124,-0.2
AT1G01860,PFC1,261652_at,0.953143672175718,1.06454381554606,0.1,NA,-0.999604108449244,-0.1,NA,-0.565471678803825,-0.1
AT1G01900,SBTI1.1,261653_at,0.953143672175718,1.38868001250728,0.3,NA,-0.854279621117056,-0.1,NA,-1.13995410393808,-0.2
AT1G01910,,261627_at,NA,0.145783441517198,0,NA,-0.497054119533532,-0.1,NA,0.58634205276443,0.1
AT1G01920,,261654_at,0.953143672175718,1.99786433905418,0.2,NA,1.55539217159365,0.2,NA,-1.68851859596339,-0.2
AT1G01930,,261625_at,0.959969180017631,0.554720492066559,0.1,NA,0.939699587271334,0.2,NA,0.523523033872403,0.2
AT1G01940,CYP18-1,261655_at,0.954253784789457,0.861870833220178,0.1,NA,-0.448222120196336,-0.2,0.963365623581254,0.460553000162571,0.2
AT1G01950,ARK2,261656_at,0.959171010660004,-0.680201348531806,-0.1,NA,-1.03292716717058,-0.2,NA,0.931664778433061,0.1
AT1G01960,BIG3,261621_at,0.954458871645888,-0.774960734602882,-0.1,NA,-0.923151268735428,-0.1,NA,-0.133347010806494,0
AT1G01970,,261622_at,0.975062706063474,-0.299758319330831,0,NA,-0.892865436252996,-0.1,NA,0.180265760390784,0
AT1G01980,SEC1A,261623_at,0.953143672175718,1.17196517103635,0.1,NA,-0.856795559476985,-0.1,NA,-0.37727024321793,-0.1
AT1G01990,,261626_at,NA,-0.188710243496782,0,NA,0.841831390730428,0.1,NA,-1.6049943643831,-0.3
AT1G02000,GAE2,261624_at,0.953143672175718,-1.20216675657984,-0.2,NA,-1.71416361307613,-0.2,NA,0.266592486646228,0
AT1G02020,,264169_at,0.965482010365414,0.433816584535693,0.1,NA,-1.55086671201861,-0.2,NA,0.993919294378171,0.1
AT1G02050,PKSA,264175_at,0.960040916962731,0.54200879098929,0.1,NA,-0.714706058693816,-0.1,NA,0.130947588881382,0
AT1G02060,,264167_at,0.960991140134083,-0.532560430953513,-0.1,NA,-0.0329790130022142,0,NA,-0.272316439111241,0
AT1G02070,,264151_at,0.953268197773203,-0.884682863338823,-0.1,NA,-1.34449378888127,-0.1,NA,0.418937361354268,0.1
AT1G02080,,264168_at,NA,0.491018534661809,0.1,NA,-0.089809086734194,0,NA,0.341256666170167,0
AT1G02090,CSN7,264150_at,0.959171010660004,0.682174875992489,0.1,NA,0.252424965831329,0.1,0.940726585798105,0.502199705144892,0.2
AT1G02100,LCMT1,264171_at,0.985095207649745,-0.151317518387225,0,NA,0.301666525326434,0,NA,-0.569893553344323,-0.1
AT1G02110,,264176_at,0.966726010498673,0.402534652002073,0.1,NA,-1.35390739570534,-0.2,NA,-1.2954302279785,-0.2
AT1G02120,VAD1,264172_at,0.959171010660004,-0.672233937654108,-0.1,NA,-1.69561596650235,-0.2,NA,-0.542899001046192,-0.1
AT1G02130,RABD2A,264122_at,0.953143672175718,-1.62644774872184,-0.2,NA,-0.00523800471473739,0,NA,-0.703309666396065,-0.1
AT1G02140,MEE63,264152_at,0.964698235980135,-0.448574655983725,-0.1,NA,-0.957063923279829,-0.1,NA,-0.826118475791253,-0.1
AT1G02150,,264177_at,0.953143672175718,1.41321523985415,0.2,NA,-0.138821963825035,0,NA,0.379258232560358,0.1
AT1G02160,,264173_at,0.987919998074416,-0.12739425936346,0,NA,-0.145150679994833,0,NA,-1.36212417703734,-0.2
AT1G02170,AMC1,264178_at,0.982154802119526,0.20637568542498,0,NA,-0.455593409260925,-0.1,NA,-0.0301828003498493,0
AT1G02180,,264179_at,0.953143672175718,1.21722781893412,0.2,NA,0.693607781269185,0.1,NA,-1.85706977531685,-0.3
AT1G02190,,264180_at,NA,-0.316109805361341,0,NA,0.162299031319535,0,NA,-1.15267694962639,-0.1
AT1G02205,CER1,264146_at,0.953143672175718,1.94317542356685,0.3,NA,0.546403763206183,0.1,NA,-0.871848143414318,-0.3
AT1G02220,NAC003,264148_at,NA,0.0589424779809078,0,NA,-1.81001712556276,-0.2,NA,0.766481314047155,0.1
AT1G02250,NAC005,264149_at,NA,-0.394346812952436,0,NA,-0.464332067457896,0,NA,-0.582287064185173,-0.1
AT1G02260,,264170_at,0.980639720547639,-0.235975588407431,0,NA,-0.110856741252262,0,NA,0.0696862764321146,0
AT1G02270,,264123_at,0.953143672175718,-1.49783627795061,-0.3,NA,-1.23418579119643,-0.2,NA,0.605702919405309,0.1
AT1G02280,TOC33,264121_at,0.953143672175718,1.5068592029849,0.2,NA,-1.01821095669775,-0.2,NA,-1.12821651596695,-0.2
AT1G02300,CATHB1,259441_at,0.959171010660004,0.629896498863911,0.2,NA,1.97813780224611,0.3,NA,0.5906558408235,0.1
AT1G02305,CATHB2,259416_at,0.959171010660004,0.668119587850614,0.1,NA,0.638493541713154,0.2,NA,-1.15056235639908,-0.2
AT1G02310,MAN1,259442_at,0.954458871645888,-0.837471546176938,-0.1,NA,-1.3892966107364,-0.2,NA,1.14901240921096,0.1
AT1G02330,CSU2,259415_at,0.959171010660004,0.573174618579155,0.1,NA,-0.205926951524781,-0.1,NA,0.155839092534534,0
AT1G02340,HFR1,259417_at,0.959744173116588,-0.558644755159173,-0.1,NA,1.23000696374962,0.5,0.87525231880064,0.669077901284371,0.3
AT1G02360,,259443_at,0.953143672175718,-1.46069400916702,-0.3,NA,-1.2016819631348,-0.2,NA,0.343434878190374,0
AT1G02370,,259444_at,0.971914438472513,0.332580375100065,0.1,NA,0.330423760230976,0.1,NA,-0.475543168440441,-0.1
AT1G02390,GPAT2,259418_at,0.953143672175718,-2.11633429145632,-0.4,0.900216671381861,0.638678926877348,0.3,NA,-0.613568992556466,-0.2
AT1G02400,GA2OX6,259445_at,0.953143672175718,-1.22694264123394,-0.1,NA,1.20158976842285,0.2,NA,-0.747033013074088,-0.2
AT1G02410,COX11,259446_at,NA,-1.35847923559902,-0.1,NA,-0.348615975690539,0,NA,-0.31818763998815,-0.1
AT1G02420,,259414_at,0.964222886237122,-0.450367014221547,-0.1,NA,1.12791669246037,0.1,NA,0.438160390840613,0.1
AT1G02450,NIMIN-1,260904_at,0.975219922084204,0.297103428724677,0.1,NA,0.111133276483522,0,NA,1.17470805176228,0.3
AT1G02460,,260903_at,0.959171010660004,-0.623380079188209,-0.1,NA,0.915131481526266,0.3,NA,-2.4368715512961,-0.5
AT1G02470,,260933_at,0.953143672175718,-1.30729220793873,-0.2,NA,0.105407671971045,0,NA,-1.65700449087059,-0.3
AT1G02475,,260916_at,0.959171010660004,-0.708587708247603,-0.1,NA,-0.363253389092867,-0.1,NA,0.319798334189545,0
AT1G02490,,260911_at,0.954253784789457,0.861469086659649,0.1,NA,-1.57058445344598,-0.2,NA,-0.603917761250776,-0.1
AT1G02500,SAM1,260913_at,0.965482010365414,-0.43459308816182,-0.1,NA,0.153494316937494,0,NA,-0.882530661405404,-0.2
AT1G02540,,260906_at,0.954458871645888,-0.82348873464462,-0.1,NA,-1.16990882919755,-0.1,NA,-0.694089643366313,-0.1
AT1G02550,,260931_at,NA,0.227195675441061,0,NA,-1.66212014592647,-0.2,NA,1.06562278279932,0.2
AT1G02560,CLPP5,260912_at,NA,-0.916608634595345,-0.1,NA,-1.36127455351054,-0.2,NA,1.37776022597428,0.2
AT1G02575,,260907_at,0.953143672175718,-2.07415394547413,-0.3,NA,-2.54766528037962,-0.3,NA,1.29942940043729,0.2
AT1G02580,MEA,260908_at,0.953143672175718,1.22484304421761,0.1,NA,-1.26387952450301,-0.2,NA,-0.300587357330535,-0.1
AT1G02620,,260930_at,NA,-0.622944444880206,-0.1,NA,-0.527897300152927,-0.1,NA,-0.669803834713987,-0.1
AT1G02640,BXL2,260914_at,0.954458871645888,-0.776091516568288,-0.3,NA,-0.00422504379190052,0,NA,-0.823459434161409,-0.3
AT1G02660,PLIP2,260915_at,0.958063966855152,-0.741950466157158,-0.2,NA,1.50201106281283,0.6,NA,1.46065858726517,0.3
AT1G02670,,260909_at,NA,-1.83307541946911,-0.2,NA,-3.09240163355503,-0.4,NA,-1.57129982440253,-0.2
AT1G02680,TAF13,260929_at,NA,-0.201524682729897,0,NA,1.36396559180495,0.2,NA,0.267306564643267,0
AT1G02690,IMPA-6,260910_at,0.953143672175718,1.86902230169562,0.3,NA,-0.584302607380527,-0.2,NA,1.9995700327023,0.4
AT1G02700,,260917_at,0.959171010660004,-0.605350453285358,-0.1,NA,-0.612366431474854,-0.2,0.99420383898272,0.149876892620424,0.1
AT1G02710,,260905_at,0.953143672175718,-1.42758207152465,-0.2,NA,-0.603399864109643,-0.1,NA,1.83528140848345,0.2
AT1G02720,GATL5,260928_at,0.953143672175718,-0.888270458300727,-0.1,NA,-0.0757144539732047,0,NA,-0.180311453870704,0
AT1G02730,CSLD5,262109_at,0.953143672175718,2.63259810339385,0.6,NA,-1.46977526437273,-0.5,0.977338354388348,0.375664472920392,0.2
AT1G02740,MRG2,262108_at,NA,-0.382817849086139,0,NA,-0.698992110487636,-0.1,NA,-0.996125902224621,-0.1
AT1G02750,DI19-2,262107_at,0.965482010365414,0.429235411574422,0.1,NA,0.836857197616014,0.1,NA,0.870462736240533,0.1
AT1G02780,RPL19A,262117_at,0.959171010660004,0.678332641821807,0.1,NA,-0.611561746450994,-0.1,NA,0.861905911922342,0.2
AT1G02790,PGA3,262122_at,NA,-0.0758625178203985,0,NA,-1.98610585034067,-0.2,NA,0.814005404662673,0.1
AT1G02800,CEL2,262121_at,0.964698235980135,0.448839591518281,0.1,NA,2.5487899477712,0.4,NA,0.594058479949657,0.1
AT1G02810,PME7,262105_at,NA,0.0198523773837995,0,NA,1.21056295979495,0.2,NA,1.0619012025643,0.1
AT1G02813,,262115_at,0.953143672175718,-1.25225086635485,-0.1,NA,0.10998420754031,0,NA,0.0183089494221337,0
AT1G02816,,262116_at,0.953143672175718,-0.907187809527143,-0.2,NA,-0.323311234367619,-0.1,NA,-0.165952397897307,0
AT1G02820,LEA2,262113_at,0.953143672175718,-2.24170818103419,-0.9,0.996965539297179,-0.0590533953777214,0,0.4988335668424,-1.93833881538067,-1.1
AT1G02830,RPL22A,262132_at,NA,-0.293027515255151,0,NA,-1.19854634717765,-0.2,NA,1.43665345228488,0.2
AT1G02840,SR34,262110_at,NA,0.0689623236815678,0,NA,-0.97707512493055,-0.2,NA,0.53539130217772,0.1
AT1G02850,BGLU11,262118_at,0.969577963382233,0.366561969338652,0.1,NA,-0.0837465661402355,0,NA,-0.876000194182072,-0.2
AT1G02860,BAH1,262114_at,0.954458871645888,-0.774197001450545,-0.2,NA,1.34726708556388,0.3,NA,-0.802611715217998,-0.2
AT1G02870,,262112_at,0.998897309326394,0.00844120592689176,0,NA,-0.491811643911076,-0.1,NA,-0.274039962440383,-0.1
AT1G02890,,262130_at,0.953143672175718,-1.32371765346255,-0.2,NA,0.88512308444921,0.1,NA,0.493194781387777,0.1
AT1G02900,RALF1,262131_at,0.953143672175718,-1.03080261755777,-0.2,NA,0.235407005340163,0.1,NA,-1.12027918399265,-0.1
AT1G02910,LPA1,262104_at,0.954458871645888,0.799177153489821,0.1,NA,0.430078154491798,0.1,NA,0.333197848979692,0
AT1G02940,ATGSTF5,262103_at,0.9718026617393,0.335504648884366,0,NA,0.747889635973497,0.1,NA,-0.165428303226435,0
AT1G02950,ATGSTF4,262120_at,0.9912871975766,-0.0757536440418175,0,NA,0.142915451848771,0,NA,-0.691613604808926,-0.3
AT1G02960,,262111_at,0.969906342263283,-0.365264447554793,0,NA,-0.881682050148391,-0.1,NA,-0.369209345803842,0
AT1G02970,WEE1,262106_at,0.953143672175718,2.31325260861604,0.3,NA,0.480434390830726,0.1,NA,0.389236980857161,0
AT1G02980,CUL2,262102_at,0.953143672175718,-1.85478744443318,-0.2,NA,-0.41151322345039,-0.1,NA,-0.241147383978756,0
AT1G03000,PEX6,263170_at,0.956044959703157,-0.762733752851093,-0.1,NA,-1.55475964998386,-0.2,NA,0.432228195670289,0.1
AT1G03010,,263169_at,0.959171010660004,-0.701907273176753,-0.1,NA,-0.720484098171479,-0.1,NA,-0.155623692998963,0
AT1G03020,GRXS1,263168_at,0.998325329877748,-0.0136512059871495,0,NA,-0.352901652529627,-0.1,NA,-1.13788342512176,-0.3
AT1G03030,,263167_at,0.953143672175718,0.92765203211661,0.1,NA,0.365135228578292,0.1,NA,1.16059125620642,0.2
AT1G03040,,263117_at,0.985404818767509,-0.147904266268692,0,NA,-0.274237582298451,-0.1,NA,-0.869234273311648,-0.1
AT1G03050,,263166_at,NA,0.82878706199169,0.1,NA,-1.02108356722015,-0.1,NA,0.209544276120412,0
AT1G03055,D27,263115_at,0.953143672175718,-2.45169057956592,-0.3,NA,-0.523161437244865,-0.1,NA,-1.6769359662958,-0.3
AT1G03060,SPI,263165_at,0.953143672175718,1.48905633788597,0.2,NA,1.38079719003217,0.2,NA,-0.526629598829411,-0.1
AT1G03070,LFG4,263164_at,0.953143672175718,-3.0440887998823,-0.6,0.996965539297179,-0.0119162323544868,0,0.8164491026192,-0.878116946027469,-0.6
AT1G03080,NET1D,263112_at,0.959171010660004,0.721037828252635,0.1,NA,2.31244062598672,0.6,0.99420383898272,0.050182207252083,0
AT1G03090,MCCA,263118_at,0.953143672175718,-1.01240249190417,-0.3,NA,0.100378146551538,0,NA,-0.315406104985211,0
AT1G03100,,263143_at,0.959171010660004,-0.656573369740959,-0.1,NA,-1.13282857319014,-0.2,NA,0.343737673141595,0
AT1G03110,TRM82,263119_at,0.954458871645888,0.788489235478273,0.2,NA,-0.700597567246387,-0.1,NA,0.298367519500521,0
AT1G03130,PSAD2,263114_at,0.953143672175718,-1.06086676993676,-0.3,NA,-0.116548658659146,0,NA,-0.185394409393478,0
AT1G03150,NAA20,263113_at,0.964451017692285,-0.449706842538505,-0.1,NA,-0.665311044942453,-0.1,NA,-0.291925850266438,0
AT1G03160,FZL,263163_at,0.958463274282174,-0.733820461040649,-0.1,NA,0.261728347067984,0,NA,-0.120256472995956,0
AT1G03170,FAF2,264363_at,0.954458871645888,-0.849193919048453,-0.1,NA,-0.422099069353303,0,NA,0.222915085192407,0
AT1G03180,,264358_at,NA,0.170311307363853,0,NA,-0.831170349091163,-0.1,NA,-2.11488711075585,-0.3
AT1G03190,XPD,264356_at,0.96502227053573,-0.440380368118418,-0.1,NA,-0.00416858737394783,0,NA,0.268225049741029,0
AT1G03210,,264355_at,0.97511875950619,-0.297723657898241,-0.1,NA,-0.664207927099797,-0.2,NA,1.23725077178455,0.2
AT1G03250,,264366_at,0.96649378439825,0.416434732757606,0.1,NA,-0.286889714665397,0,NA,-1.02717841284068,-0.2
AT1G03260,,264353_at,0.967591374490665,-0.382116581212886,-0.1,NA,-0.835466242233018,-0.2,NA,-0.857714306164631,-0.2
AT1G03270,CBSDUF4,264352_at,0.975805730126733,-0.282650009564911,0,NA,1.2121616496265,0.2,NA,0.400735456196193,0.1
AT1G03280,,264368_at,NA,0.588173306701193,0.1,NA,3.01103711211768,0.3,NA,0.439026035076531,0.1
AT1G03290,,264362_at,0.953143672175718,-1.14736856030974,-0.2,NA,0.447833690913578,0.1,NA,-0.621488446599143,-0.1
AT1G03300,DUF1,264361_at,0.959171010660004,-0.652834585525313,-0.1,NA,-0.253788535569382,0,NA,1.6136434950808,0.2
AT1G03310,ISA2,264360_at,0.954447959261221,0.856713771620098,0.2,NA,1.28929149593251,0.2,NA,-0.0277852204198646,0
AT1G03320,,264359_at,0.984356637630244,0.168133576142471,0,NA,-2.51925400194673,-0.3,NA,1.37965621705887,0.2
AT1G03330,LSM 2.00,264364_at,0.953143672175718,1.48729045155813,0.2,NA,-0.819251616332601,-0.1,NA,1.71414916640354,0.2
AT1G03350,,264367_at,NA,-0.657727709335072,-0.1,NA,-0.518261003619656,-0.1,NA,-0.142034151335231,0
AT1G03360,RRP4,264357_at,0.974329141975843,0.304608720687272,0.1,NA,0.091304254502478,0,NA,0.511542108893097,0.1
AT1G03370,,264351_at,0.956204782211427,-0.759140159695476,-0.1,NA,-0.635853554213377,-0.1,NA,-0.101703576664545,0
AT1G03380,ATG18G,264828_at,0.959171010660004,-0.591193792826131,-0.2,NA,1.97426674213638,0.4,NA,-0.0531665163577111,0
AT1G03390,,264827_at,0.980371265573574,0.243170902542841,0,NA,0.452095569053039,0.1,NA,-0.659296002917767,-0.1
AT1G03400,,264843_at,0.953143672175718,-2.3413735838098,-0.3,NA,-2.53046835615324,-0.4,NA,0.214195269956104,0
AT1G03410,2A6,264826_at,NA,-0.160475360087581,0,NA,-0.450787537862157,0,NA,-0.391812336748415,-0.1
AT1G03430,AHP5,264838_at,0.981570795903919,-0.215971506978498,0,NA,-2.35191148756311,-0.2,NA,-0.670256616761289,-0.2
AT1G03440,,264840_at,0.953143672175718,-1.25046872134605,-0.2,NA,2.95514368586315,0.4,NA,2.04325589787089,0.4
AT1G03445,BSU1,264823_at,NA,0.0518656494898697,0,NA,-2.55555664525127,-0.3,NA,1.58575668165168,0.2
AT1G03457,,264822_at,0.953143672175718,-0.951590821171651,-0.1,NA,-0.67312404861366,-0.2,NA,0.547866702298533,0.1
AT1G03470,NET3A,264821_at,0.954458871645888,0.791718269198147,0.2,NA,-0.760643781565921,-0.1,NA,3.3249826443076,0.5
AT1G03475,CPX1,264820_at,0.960991140134083,0.522410198085019,0.1,NA,-0.725965297046919,-0.1,NA,1.70120115174723,0.3
